;Diagnostico;Region;Actividad Economica;Edad;Sexo;Seguro;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;Observación
LM autorizadas Diagnostico, Seguro de Salud, Edad;Enf. respiratorias;todas_regiones;todas_actv;35-44;ambos_sex;isapre;;;;;109204;118569;116231;131674;37051;27617;77631;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Traumatismos, envenenamientos y otros;todas_regiones;todas_actv;35-44;ambos_sex;isapre;;;;;36339;38906;42525;45198;31695;32152;34557;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Enf. infecciosas;todas_regiones;todas_actv;35-44;ambos_sex;isapre;;;;;42350;50830;56041;52453;23314;16276;26122;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Enf. del Sistema Digestivo;todas_regiones;todas_actv;35-44;ambos_sex;isapre;;;;;34464;37581;41613;50259;26922;26066;32655;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Afecciones del embarazo, Parto y Puerperio;todas_regiones;todas_actv;35-44;ambos_sex;isapre;;;;;18927;19815;19364;19280;13977;12758;13030;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Enfermedades del Sist. Genito urinario;todas_regiones;todas_actv;35-44;ambos_sex;isapre;;;;;18778;20552;21929;22826;14205;14504;16020;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Tumores y Cánceres;todas_regiones;todas_actv;35-44;ambos_sex;isapre;;;;;11663;12630;13263;14065;11329;9655;9664;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Enf. cardiovasculares;todas_regiones;todas_actv;35-44;ambos_sex;isapre;;;;;7700;8075;8123;8802;7054;6413;5956;
LM autorizadas Diagnostico, Seguro de Salud, Edad;COVID-19;todas_regiones;todas_actv;35-44;ambos_sex;isapre;;;;;#N/D;0;0;0;76692;86650;135535;
;Licencia médica preventiva parental;todas_regiones;todas_actv;35-44;ambos_sex;isapre;;;;;#N/D;0;0;0;24386;19231;0;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Otros diagnósticos;todas_regiones;todas_actv;35-44;ambos_sex;isapre;;;;;55440;60331;64596;69441;45618;54803;50458;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Sin información;todas_regiones;todas_actv;35-44;ambos_sex;isapre;;;;;#N/D;31;21;184;82;11;139;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Trastornos mentales;todas_regiones;todas_actv;45-54;ambos_sex;isapre;;;;;38966;41330;46128;50664;55970;91152;69456;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Enf. osteomusculares;todas_regiones;todas_actv;45-54;ambos_sex;isapre;;;;;53818;58691;63446;65904;51564;59809;53464;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Enf. respiratorias;todas_regiones;todas_actv;45-54;ambos_sex;isapre;;;;;64517;71653;66856;75257;22130;15897;43440;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Traumatismos, envenenamientos y otros;todas_regiones;todas_actv;45-54;ambos_sex;isapre;;;;;23863;26027;28425;29647;23648;22981;24339;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Enf. infecciosas;todas_regiones;todas_actv;45-54;ambos_sex;isapre;;;;;18861;22231;24153;22054;10875;7466;11312;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Enf. del Sistema Digestivo;todas_regiones;todas_actv;45-54;ambos_sex;isapre;;;;;22930;24437;25905;30014;16976;16259;19017;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Afecciones del embarazo, Parto y Puerperio;todas_regiones;todas_actv;45-54;ambos_sex;isapre;;;;;409;495;560;533;294;280;345;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Enfermedades del Sist. Genito urinario;todas_regiones;todas_actv;45-54;ambos_sex;isapre;;;;;11755;12931;13555;13407;8913;8229;9340;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Tumores y Cánceres;todas_regiones;todas_actv;45-54;ambos_sex;isapre;;;;;13336;13958;15123;16209;13124;11019;11100;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Enf. cardiovasculares;todas_regiones;todas_actv;45-54;ambos_sex;isapre;;;;;8577;8926;10007;9947;7958;7517;6641;
LM autorizadas Diagnostico, Seguro de Salud, Edad;COVID-19;todas_regiones;todas_actv;45-54;ambos_sex;isapre;;;;;#N/D;0;0;0;50073;51054;83492;
;Licencia médica preventiva parental;todas_regiones;todas_actv;45-54;ambos_sex;isapre;;;;;#N/D;0;0;0;475;312;0;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Otros diagnósticos;todas_regiones;todas_actv;45-54;ambos_sex;isapre;;;;;37859;41173;43655;46081;31609;36176;33756;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Sin información;todas_regiones;todas_actv;45-54;ambos_sex;isapre;;;;;#N/D;18;15;82;39;7;80;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Trastornos mentales;todas_regiones;todas_actv;55-64;ambos_sex;isapre;;;;;24020;24775;28743;31859;33500;54372;40674;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Enf. osteomusculares;todas_regiones;todas_actv;55-64;ambos_sex;isapre;;;;;35806;39965;45110;48685;35565;42950;41572;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Enf. respiratorias;todas_regiones;todas_actv;55-64;ambos_sex;isapre;;;;;42699;49521;46316;49887;14088;9954;27727;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Traumatismos, envenenamientos y otros;todas_regiones;todas_actv;55-64;ambos_sex;isapre;;;;;14503;16824;18595;20108;15429;15626;16192;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Enf. infecciosas;todas_regiones;todas_actv;55-64;ambos_sex;isapre;;;;;10034;12072;13320;12008;5707;4278;6123;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Enf. del Sistema Digestivo;todas_regiones;todas_actv;55-64;ambos_sex;isapre;;;;;14638;16497;17978;19666;10058;10041;12641;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Afecciones del embarazo, Parto y Puerperio;todas_regiones;todas_actv;55-64;ambos_sex;isapre;;;;;29;22;35;29;16;18;16;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Enfermedades del Sist. Genito urinario;todas_regiones;todas_actv;55-64;ambos_sex;isapre;;;;;7237;8033;8642;8664;5163;5174;5954;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Tumores y Cánceres;todas_regiones;todas_actv;55-64;ambos_sex;isapre;;;;;13111;13916;15155;15937;14019;10981;11139;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Enf. cardiovasculares;todas_regiones;todas_actv;55-64;ambos_sex;isapre;;;;;8502;9425;9721;9921;8364;7799;7727;
LM autorizadas Diagnostico, Seguro de Salud, Edad;COVID-19;todas_regiones;todas_actv;55-64;ambos_sex;isapre;;;;;#N/D;0;0;0;28030;26866;48817;
;Licencia médica preventiva parental;todas_regiones;todas_actv;55-64;ambos_sex;isapre;;;;;#N/D;0;0;0;0;1;0;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Otros diagnósticos;todas_regiones;todas_actv;55-64;ambos_sex;isapre;;;;;26659;28976;31212;32722;22466;25120;24508;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Sin información;todas_regiones;todas_actv;55-64;ambos_sex;isapre;;;;;#N/D;1;2;34;27;3;63;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Trastornos mentales;todas_regiones;todas_actv;65 y más;ambos_sex;isapre;;;;;2889;3718;4478;5499;6632;10503;8059;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Enf. osteomusculares;todas_regiones;todas_actv;65 y más;ambos_sex;isapre;;;;;5809;7733;8264;9623;6290;7383;8604;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Enf. respiratorias;todas_regiones;todas_actv;65 y más;ambos_sex;isapre;;;;;7608;9492;9430;10251;2940;1985;6134;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Traumatismos, envenenamientos y otros;todas_regiones;todas_actv;65 y más;ambos_sex;isapre;;;;;2582;3105;3529;4123;3170;2900;3372;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Enf. infecciosas;todas_regiones;todas_actv;65 y más;ambos_sex;isapre;;;;;1312;1842;1995;1915;860;658;1155;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Enf. del Sistema Digestivo;todas_regiones;todas_actv;65 y más;ambos_sex;isapre;;;;;2584;3171;3372;3651;1832;1838;2768;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Afecciones del embarazo, Parto y Puerperio;todas_regiones;todas_actv;65 y más;ambos_sex;isapre;;;;;6;4;5;4;2;5;2;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Enfermedades del Sist. Genito urinario;todas_regiones;todas_actv;65 y más;ambos_sex;isapre;;;;;1636;1866;2063;2151;1346;1300;1557;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Tumores y Cánceres;todas_regiones;todas_actv;65 y más;ambos_sex;isapre;;;;;4193;4736;5383;6066;5426;4586;4522;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Enf. cardiovasculares;todas_regiones;todas_actv;65 y más;ambos_sex;isapre;;;;;2544;3173;3207;3486;2862;2795;2652;
LM autorizadas Diagnostico, Seguro de Salud, Edad;COVID-19;todas_regiones;todas_actv;65 y más;ambos_sex;isapre;;;;;#N/D;0;0;0;3804;3903;8764;
;Licencia médica preventiva parental;todas_regiones;todas_actv;65 y más;ambos_sex;isapre;;;;;#N/D;0;0;0;0;0;0;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Otros diagnósticos;todas_regiones;todas_actv;65 y más;ambos_sex;isapre;;;;;4958;6196;7097;7781;4825;5312;5736;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Sin información;todas_regiones;todas_actv;65 y más;ambos_sex;isapre;;;;;#N/D;0;0;9;2;2;19;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Trastornos mentales;todas_regiones;todas_actv;Sin información;ambos_sex;isapre;;;;;#N/D;1;5;0;0;1;0;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Enf. osteomusculares;todas_regiones;todas_actv;Sin información;ambos_sex;isapre;;;;;#N/D;1;2;0;2;0;0;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Enf. respiratorias;todas_regiones;todas_actv;Sin información;ambos_sex;isapre;;;;;#N/D;3;0;6;0;0;0;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Traumatismos, envenenamientos y otros;todas_regiones;todas_actv;Sin información;ambos_sex;isapre;;;;;#N/D;0;0;0;0;1;0;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Enf. infecciosas;todas_regiones;todas_actv;Sin información;ambos_sex;isapre;;;;;#N/D;1;3;0;2;1;1;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Enf. del Sistema Digestivo;todas_regiones;todas_actv;Sin información;ambos_sex;isapre;;;;;#N/D;1;3;0;3;1;1;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Afecciones del embarazo, Parto y Puerperio;todas_regiones;todas_actv;Sin información;ambos_sex;isapre;;;;;#N/D;0;0;0;2;0;0;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Enfermedades del Sist. Genito urinario;todas_regiones;todas_actv;Sin información;ambos_sex;isapre;;;;;#N/D;0;2;1;0;0;0;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Tumores y Cánceres;todas_regiones;todas_actv;Sin información;ambos_sex;isapre;;;;;#N/D;0;0;0;0;0;0;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Enf. cardiovasculares;todas_regiones;todas_actv;Sin información;ambos_sex;isapre;;;;;#N/D;0;0;0;0;0;0;
LM autorizadas Diagnostico, Seguro de Salud, Edad;COVID-19;todas_regiones;todas_actv;Sin información;ambos_sex;isapre;;;;;#N/D;0;0;0;0;0;0;
;Licencia médica preventiva parental;todas_regiones;todas_actv;Sin información;ambos_sex;isapre;;;;;#N/D;0;0;0;0;0;0;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Otros diagnósticos;todas_regiones;todas_actv;Sin información;ambos_sex;isapre;;;;;#N/D;0;5;0;0;0;0;
LM autorizadas Diagnostico, Seguro de Salud, Edad;Sin información;todas_regiones;todas_actv;Sin información;ambos_sex;isapre;;;;;#N/D;0;0;0;0;0;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;Arica y Parinacota (XV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;3617;3074;2814;2672;1154;4356;5034;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;Arica y Parinacota (XV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;5458;5379;5415;4499;2741;5661;6254;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;Arica y Parinacota (XV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;5929;5901;5848;5128;1477;2323;6230;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;Arica y Parinacota (XV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;2530;2714;2500;2322;1617;2647;3041;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;Arica y Parinacota (XV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;4210;2247;2127;2334;1165;1466;2049;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;Arica y Parinacota (XV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;3167;3382;3403;2823;1364;2194;2877;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;Arica y Parinacota (XV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;2281;1820;1766;1543;904;1032;1443;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;Arica y Parinacota (XV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;1714;1568;1641;1505;683;1207;1382;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;Arica y Parinacota (XV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;855;915;988;1155;816;1076;1009;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;Arica y Parinacota (XV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;919;1059;1076;857;541;718;704;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;Arica y Parinacota (XV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;7190;12038;13085;
;Licencia médica preventiva parental;Arica y Parinacota (XV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;203;168;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;Arica y Parinacota (XV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;1442;3422;3656;3424;1878;3310;3702;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;Arica y Parinacota (XV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;0;0;0;0;0;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;Tarapacá (I);todas_actv;todas_edad;ambos_sex;fonasa;;;;;12455;12802;14669;17655;16953;31333;40992;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;Tarapacá (I);todas_actv;todas_edad;ambos_sex;fonasa;;;;;11284;12793;14876;16089;10397;17257;19689;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;Tarapacá (I);todas_actv;todas_edad;ambos_sex;fonasa;;;;;6315;7155;7898;9532;3683;4092;8958;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;Tarapacá (I);todas_actv;todas_edad;ambos_sex;fonasa;;;;;3864;4013;4576;5662;4082;6455;7279;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;Tarapacá (I);todas_actv;todas_edad;ambos_sex;fonasa;;;;;3429;4160;4600;7434;3171;2906;3416;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;Tarapacá (I);todas_actv;todas_edad;ambos_sex;fonasa;;;;;2422;2568;3154;3896;2367;4137;4688;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;Tarapacá (I);todas_actv;todas_edad;ambos_sex;fonasa;;;;;1870;1504;1806;2022;1146;938;1191;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;Tarapacá (I);todas_actv;todas_edad;ambos_sex;fonasa;;;;;2381;2407;2653;2975;1735;2127;2452;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;Tarapacá (I);todas_actv;todas_edad;ambos_sex;fonasa;;;;;1413;1570;1914;1973;1314;1541;1485;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;Tarapacá (I);todas_actv;todas_edad;ambos_sex;fonasa;;;;;1455;1579;1672;1738;1259;1752;1913;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;Tarapacá (I);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;13440;28585;25945;
;Licencia médica preventiva parental;Tarapacá (I);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;328;237;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;Tarapacá (I);todas_actv;todas_edad;ambos_sex;fonasa;;;;;4963;5547;6768;8303;5364;8354;9320;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;Tarapacá (I);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;0;0;6;0;2;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;Antofagasta (II);todas_actv;todas_edad;ambos_sex;fonasa;;;;;16601;16897;18437;24616;32224;55027;67940;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;Antofagasta (II);todas_actv;todas_edad;ambos_sex;fonasa;;;;;22552;23913;23905;27743;24212;42133;43913;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;Antofagasta (II);todas_actv;todas_edad;ambos_sex;fonasa;;;;;12494;12052;11847;13521;8692;11249;22186;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;Antofagasta (II);todas_actv;todas_edad;ambos_sex;fonasa;;;;;8050;9031;8535;10315;8853;13195;14656;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;Antofagasta (II);todas_actv;todas_edad;ambos_sex;fonasa;;;;;4362;4222;4885;6273;4038;4793;6566;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;Antofagasta (II);todas_actv;todas_edad;ambos_sex;fonasa;;;;;4641;4530;4396;5980;4248;7398;7828;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;Antofagasta (II);todas_actv;todas_edad;ambos_sex;fonasa;;;;;5616;4897;4303;3649;2935;3299;3581;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;Antofagasta (II);todas_actv;todas_edad;ambos_sex;fonasa;;;;;3663;3538;3787;4744;3155;4850;5133;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;Antofagasta (II);todas_actv;todas_edad;ambos_sex;fonasa;;;;;2638;2549;2911;3772;3646;4402;4209;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;Antofagasta (II);todas_actv;todas_edad;ambos_sex;fonasa;;;;;2694;2644;2703;3480;3304;4193;4358;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;Antofagasta (II);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;18842;38817;35197;
;Licencia médica preventiva parental;Antofagasta (II);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;415;339;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;Antofagasta (II);todas_actv;todas_edad;ambos_sex;fonasa;;;;;11974;12129;13100;14195;11683;17744;18669;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;Antofagasta (II);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;0;5;1;0;11;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;Atacama (III);todas_actv;todas_edad;ambos_sex;fonasa;;;;;10114;9784;9892;11673;9548;20654;30391;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;Atacama (III);todas_actv;todas_edad;ambos_sex;fonasa;;;;;12185;11762;11986;15027;10528;17946;20628;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;Atacama (III);todas_actv;todas_edad;ambos_sex;fonasa;;;;;7840;7352;6865;9074;3809;4284;9569;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;Atacama (III);todas_actv;todas_edad;ambos_sex;fonasa;;;;;4442;4243;4441;5696;4424;6226;7322;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;Atacama (III);todas_actv;todas_edad;ambos_sex;fonasa;;;;;6328;3042;2810;3200;1463;1612;2512;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;Atacama (III);todas_actv;todas_edad;ambos_sex;fonasa;;;;;2838;3111;3030;3800;2388;3609;4695;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;Atacama (III);todas_actv;todas_edad;ambos_sex;fonasa;;;;;2902;2283;1595;1828;1135;1165;1575;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;Atacama (III);todas_actv;todas_edad;ambos_sex;fonasa;;;;;2569;2554;2222;2604;1545;2150;2649;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;Atacama (III);todas_actv;todas_edad;ambos_sex;fonasa;;;;;1648;1531;1544;1942;1515;1786;2159;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;Atacama (III);todas_actv;todas_edad;ambos_sex;fonasa;;;;;2160;1949;1900;2208;1723;2171;2404;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;Atacama (III);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;8988;18172;23141;
;Licencia médica preventiva parental;Atacama (III);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;227;180;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;Atacama (III);todas_actv;todas_edad;ambos_sex;fonasa;;;;;2538;6018;6526;8267;5788;8841;10790;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;Atacama (III);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;1;1;0;0;1;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;Coquimbo (IV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;22282;20935;24882;26748;24623;49673;63178;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;Coquimbo (IV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;17504;18296;21870;24130;18063;31654;37070;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;Coquimbo (IV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;12425;12593;14630;17539;6266;6603;19866;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;Coquimbo (IV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;6385;6380;7621;9204;7275;11554;12884;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;Coquimbo (IV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;4107;4033;5116;6221;3416;3834;6579;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;Coquimbo (IV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;5223;5843;6181;7251;4229;6802;9204;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;Coquimbo (IV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;5423;3939;4091;3555;2390;2677;3371;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;Coquimbo (IV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;3289;3175;3729;4180;2708;3857;4992;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;Coquimbo (IV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;3046;2898;3201;2378;2224;3168;3713;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;Coquimbo (IV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;2384;2433;2877;2626;2543;3706;3717;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;Coquimbo (IV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;17700;40673;50428;
;Licencia médica preventiva parental;Coquimbo (IV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;636;517;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;Coquimbo (IV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;9231;10922;13639;14430;9175;14482;17500;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;Coquimbo (IV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;1;1;1;0;2;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;Valparaíso (V);todas_actv;todas_edad;ambos_sex;fonasa;;;;;55508;54759;52661;75882;90292;170621;198137;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;Valparaíso (V);todas_actv;todas_edad;ambos_sex;fonasa;;;;;53391;55220;54172;76777;63290;105991;110390;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;Valparaíso (V);todas_actv;todas_edad;ambos_sex;fonasa;;;;;35258;32503;30326;51691;23171;23733;59974;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;Valparaíso (V);todas_actv;todas_edad;ambos_sex;fonasa;;;;;14656;15631;16336;28120;23769;35722;39554;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;Valparaíso (V);todas_actv;todas_edad;ambos_sex;fonasa;;;;;11204;13680;14560;20582;11072;12189;20428;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;Valparaíso (V);todas_actv;todas_edad;ambos_sex;fonasa;;;;;8496;9002;9155;16300;11990;17922;22197;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;Valparaíso (V);todas_actv;todas_edad;ambos_sex;fonasa;;;;;11035;9536;9151;10996;7302;8281;10492;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;Valparaíso (V);todas_actv;todas_edad;ambos_sex;fonasa;;;;;8203;7904;8323;12111;8526;11929;13860;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;Valparaíso (V);todas_actv;todas_edad;ambos_sex;fonasa;;;;;5917;5643;5913;9186;8115;9532;10516;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;Valparaíso (V);todas_actv;todas_edad;ambos_sex;fonasa;;;;;6986;6932;6885;9715;9490;12411;11890;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;Valparaíso (V);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;48574;116795;120710;
